id_livre,titre,auteur,categorie,sous_categorie/0,sous_categorie/1,nombre_editions,note_popularite,image_url,sous_categorie/2,sous_categorie/3,sous_categorie/4
1861,Le célibataire voyageur,James Fenimore Cooper,Voyage,Vie sociale et coutumes,,49,4.9,https://covers.openlibrary.org/b/id/5765413-L.jpg,,,
1862,L'art du voyage,Sir Francis Galton,Voyage,Voyage,,49,4.9,https://covers.openlibrary.org/b/id/8055802-L.jpg,,,
1863,Merveilleuses aventures de Mme Seacole dans de nombreux pays,Marie Seacole,Voyage,Biographie,,49,4.9,https://covers.openlibrary.org/b/id/1124260-L.jpg,,,
1864,Les îles d'Aran,J.M. Synge,Voyage,Description et voyage,,49,4.9,https://covers.openlibrary.org/b/id/595527-L.jpg,,,
1865,Le test d'acide électrique Kool-Aid,Tom Wolfe,Voyage,Dépendance aux drogues,,48,4.8,https://covers.openlibrary.org/b/id/14839523-L.jpg,,,
1866,Amérique,Théodore de Bry,Voyage,Biographie,,48,4.8,https://covers.openlibrary.org/b/id/7113167-L.jpg,,,
1867,Citrons amers,Laurent Durrell,Voyage,Description et voyage,,48,4.8,https://covers.openlibrary.org/b/id/813370-L.jpg,,,
1868,Les versets sataniques,Salman Rushdie,Voyage,Fiction générale et littéraire,,48,4.8,https://covers.openlibrary.org/b/id/8312209-L.jpg,,,
1869,Le plein air,Richard Jefferies,Voyage,Histoire naturelle,,46,4.6,https://covers.openlibrary.org/b/id/10873103-L.jpg,,,
1870,La Poétique,Aristote,Musique,Métaphysique,,498,49.8,https://covers.openlibrary.org/b/id/129771-L.jpg,,,
1871,L'Antéchrist,Frédéric Nietzsche,Musique,Christianisme,,384,38.4,https://covers.openlibrary.org/b/id/1759313-L.jpg,,,
1872,Le Ritt des Walkuren,Richard Wagner,Musique,Livrets,,328,32.8,https://covers.openlibrary.org/b/id/8243672-L.jpg,,,
1873,Poétique,Aristote,Musique,Premiers travaux vers 1800,,251,25.1,https://covers.openlibrary.org/b/id/6528920-L.jpg,,,
1874,Essai sur la compréhension humaine,John Locke,Musique,Théorie de la connaissance,,188,18.8,https://covers.openlibrary.org/b/id/6086503-L.jpg,,,
1875,Opéra,Publius Vergilius Maro,Musique,Lecteurs,,182,18.2,https://covers.openlibrary.org/b/id/6981246-L.jpg,,,
1876,Médée,Euripide,Musique,Dionysos (divinité grecque),,156,15.6,https://covers.openlibrary.org/b/id/6537700-L.jpg,,,
1877,Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,Kokuritsu Kokkai Toshokan (Japon),Musique,Art,,156,15.6,,,,
1878,Le bréviaire romain,Église catholique,Musique,Bréviaires,,140,14,https://covers.openlibrary.org/b/id/6021553-L.jpg,,,
1879,Ouverture de Tannhauser,Richard Wagner,Musique,Ouvertures,,131,13.1,https://covers.openlibrary.org/b/id/8243271-L.jpg,,,
1880,Découvrir la musique classique,Ian Chrétiens,Musique,Musique,,125,12.5,https://covers.openlibrary.org/b/id/2693703-L.jpg,,,
1881,Don Giovanni,Wolfgang Amadeus Mozart,Musique,Extraits arrangés,,109,10.9,https://covers.openlibrary.org/b/id/453006-L.jpg,,,
1882,Les travaux de Goethe,Johann Wolfgang von Goethe,Musique,Traductions en anglais,,105,10.5,https://covers.openlibrary.org/b/id/5760460-L.jpg,,,
1883,Carmen,Georges Bizet,Musique,Opéras,,91,9.1,https://covers.openlibrary.org/b/id/8242855-L.jpg,,,
1884,Carnaval de Thurber,James Thurber,Musique,568 rue des chênes,,77,7.7,https://covers.openlibrary.org/b/id/39665-L.jpg,,,
1885,Neue Ausgabe sämtlicher Werke,Jean-Sébastien Bach,Musique,Critique et interprétation,,77,7.7,,,,
1886,Musique,Roger Kamien,Musique,Appréciation musicale,,75,7.5,https://covers.openlibrary.org/b/id/4341947-L.jpg,,,
1887,Correspondance,Wolfgang Amadeus Mozart,Musique,Mozart,Wolfgang Amadeus,74,7.4,https://covers.openlibrary.org/b/id/813013-L.jpg,1756-1791,,
1888,Lucrèce Borgia,Gaetano Donizetti,Musique,Ballets,,70,7,https://covers.openlibrary.org/b/id/8242181-L.jpg,,,
1889,Falstaff,Giuseppe Verdi,Musique,Opéras,,70,7,https://covers.openlibrary.org/b/id/8243123-L.jpg,,,
1890,Rigoletto,Giuseppe Verdi,Musique,Opéras,,70,7,https://covers.openlibrary.org/b/id/8241312-L.jpg,,,
1891,Biographie universelle des musiciens et bibliographie générale de la musique. Supplément et complément,François-Joseph Fétis,Musique,Musique,,66,6.6,https://covers.openlibrary.org/b/id/5903170-L.jpg,,,
1892,Chansons de cowboy et autres ballades frontalières,John Avery Lomax,Musique,Cowboys,,66,6.6,https://covers.openlibrary.org/b/id/5711536-L.jpg,,,
1893,Aïda,Giuseppe Verdi,Musique,Livrets,,64,6.4,https://covers.openlibrary.org/b/id/8242145-L.jpg,,,
1894,Le nom du vent,Patrick Rothfuss,Musique,orphelins,,64,6.4,https://covers.openlibrary.org/b/id/11480483-L.jpg,,,
1895,Faust,Charles Gounod,Musique,Extraits arrangés,,63,6.3,https://covers.openlibrary.org/b/id/8242209-L.jpg,,,
1896,Le Geburt de la tragédie,Frédéric Nietzsche,Musique,Esthétique,,61,6.1,https://covers.openlibrary.org/b/id/1010784-L.jpg,,,
1897,QuaverMusique,QuaverEd,Musique,Éducation,,60,6,,,,
1898,Vios ke Politia avec Alexi Zorba,Nikos Kazantzakis,Musique,Fiction,,60,6,https://covers.openlibrary.org/b/id/425959-L.jpg,,,
1899,"Macbeth, tissu, ça",Giuseppe Verdi,Musique,Opéras,,58,5.8,https://covers.openlibrary.org/b/id/2545482-L.jpg,,,
1900,La wagnérite parfaite,George Bernard Shaw,Musique,Histoire et critique,,56,5.6,https://covers.openlibrary.org/b/id/8242312-L.jpg,,,
1901,Œuvres de J.J. Rousseau,Jean-Jacques Rousseau,Musique,Dictionnaires et encyclopédies,,54,5.4,https://covers.openlibrary.org/b/id/6377660-L.jpg,,,
1902,Madame Papillon,Giacomo Puccini,Musique,Livrets,,53,5.3,https://covers.openlibrary.org/b/id/8234356-L.jpg,,,
1903,Enten-eller,Soren Kierkegaard,Musique,Éthique,,51,5.1,https://covers.openlibrary.org/b/id/104126-L.jpg,,,
1904,"Tu ne peux pas dormir, petit ours ?",Martin Waddell,Musique,Lits,,51,5.1,https://covers.openlibrary.org/b/id/799299-L.jpg,,,
1905,Série de méthodes pour débutants,Sean Burdette,Musique,Musique,,50,5,https://covers.openlibrary.org/b/id/13900514-L.jpg,,,
1906,Mélodies irlandaises,Thomas Moore,Musique,Poésie,,48,4.8,https://covers.openlibrary.org/b/id/5648822-L.jpg,,,
1907,Les musiciens de la ville de Bremer,Gebrüder Grimm [Frères Grimm],Musique,Contes de fées,,47,4.7,https://covers.openlibrary.org/b/id/3179609-L.jpg,,,
1908,Dictionnaire de la musique et des musiciens,Sir George Grove,Musique,Bio-bibliographie,,46,4.6,https://covers.openlibrary.org/b/id/8243178-L.jpg,,,
1909,Œuvres littéraires,Richard Wagner,Musique,Adresses,essais,46,4.6,https://covers.openlibrary.org/b/id/8243653-L.jpg,conférences,,
1910,"""Vous plaisantez sûrement, M. Feynman""",Richard Phillips Feynman,Musique,Anecdotes,,45,4.5,https://covers.openlibrary.org/b/id/9274698-L.jpg,,,
1911,Consuelo,Georges Sand,Musique,Fiction,,44,4.4,https://covers.openlibrary.org/b/id/8247706-L.jpg,,,
1912,Le plaisir de la musique,Joseph Machlis,Musique,Appréciation musicale,,44,4.4,https://covers.openlibrary.org/b/id/252542-L.jpg,,,
1913,Sämtliche Werke,Johann Wolfgang von Goethe,Musique,Traductions en anglais,,43,4.3,https://covers.openlibrary.org/b/id/2476300-L.jpg,,,
1914,Le monde de Charlie,Stephen Chbosky,Musique,Fiction pour jeunes adultes,,43,4.3,https://covers.openlibrary.org/b/id/14315052-L.jpg,,,
1915,Inspection après 16 ans,Ofsted.,Musique,Agriculture,,42,4.2,,,,
1916,L'histoire de la musique de l'auditeur,"Scholes, Percy Alfred",Musique,Analyse,appréciation,41,4.1,https://covers.openlibrary.org/b/id/10627268-L.jpg,,,
1917,Classification,Bibliothèque du Congrès. Division de catalogage par sujet.,Musique,Classification,,41,4.1,https://covers.openlibrary.org/b/id/6698388-L.jpg,,,
1918,Prose,Johann Wolfgang von Goethe,Musique,Science,,41,4.1,https://covers.openlibrary.org/b/id/8245283-L.jpg,,,
1919,Chant du dragon,Anne McCaffrey,Musique,Salle Harper,,39,3.9,https://covers.openlibrary.org/b/id/8769648-L.jpg,,,
1920,Histoire concise de la musique occidentale,Barbara Russano Hanning,Musique,Musique,histoire et critique,38,3.8,https://covers.openlibrary.org/b/id/9823471-L.jpg,,,
1921,Le compagnon d'Oxford de la musique,"Scholes, Percy Alfred",Musique,Musique,,38,3.8,https://covers.openlibrary.org/b/id/120234-L.jpg,,,
1922,Guillaume Tell,Gioacchino Rossini,Musique,Opéras,,37,3.7,https://covers.openlibrary.org/b/id/5083762-L.jpg,,,
1923,Linda de Chamounix,Gaetano Donizetti,Musique,Livrets,,37,3.7,https://covers.openlibrary.org/b/id/8244568-L.jpg,,,
1924,"Trente ans, un esclave, de la servitude à la liberté L'institution de l'esclavage vue sur la plantation et dans la maison du planteur",Louis Hugues,Musique,Personnes réduites en esclavage,États-Unis,37,3.7,https://covers.openlibrary.org/b/id/1804093-L.jpg,conditions sociales,,
1925,Oncle Rémus,Joël Chandler Harris,Musique,Hommes afro-américains,,37,3.7,https://covers.openlibrary.org/b/id/8242923-L.jpg,,,
1926,Henri de Toulouse-Lautrec,Henri de Toulouse-Lautrec,Musique,Impressions,,37,3.7,https://covers.openlibrary.org/b/id/4791413-L.jpg,,,
1927,Hymnes pour les esprits des nourrissons,Zulfikar Ghose,Musique,Poésie pour enfants,,36,3.6,https://covers.openlibrary.org/b/id/9950452-L.jpg,,,
1928,Enquête Shakespeare,Allardyce Nicoll,Musique,Civilisation,,36,3.6,https://covers.openlibrary.org/b/id/330605-L.jpg,,,
1929,Musicophilie,Olivier Sacs,Musique,psychologie,,36,3.6,https://covers.openlibrary.org/b/id/9261340-L.jpg,,,
1930,Chaos,James Gleick,Musique,Comportement chaotique dans les systèmes,,36,3.6,https://covers.openlibrary.org/b/id/94249-L.jpg,,,
1931,Musique pour le chant touristique,Robert W.Ottman,Musique,Musique,,36,3.6,https://covers.openlibrary.org/b/id/1109953-L.jpg,,,
1932,Route nationale,Mdr Briggs,Musique,Enseignement et étude - Voix,,35,3.5,https://covers.openlibrary.org/b/id/5036392-L.jpg,,,
1933,Un travers chante,Hector Berlioz,Musique,Critique et interprétation,,35,3.5,https://covers.openlibrary.org/b/id/5807639-L.jpg,,,
1934,Télény,Anonyme,Musique,Hommes gais,,35,3.5,https://covers.openlibrary.org/b/id/4790326-L.jpg,,,
1935,Études en musique moderne,William Henry Hadow,Musique,Musique,,34,3.4,https://covers.openlibrary.org/b/id/5813783-L.jpg,,,
1936,"La musique à Londres, 1890-1894",George Bernard Shaw,Musique,Histoire et critique,,33,3.3,https://covers.openlibrary.org/b/id/1756120-L.jpg,,,
1937,Adroddiad gan Arolygwyr et Mawrhydi,Grande-Bretagne. Bureau gallois. Département de l'Éducation. Inspection.,Musique,Université de Bangor au Pays de Galles,,33,3.3,,,,
1938,Grade,McGraw/Macmillan,Musique,Musique,,33,3.3,,,,
1939,Minima moralia ; reflets d'une vie endommagée,Theodor W. Adorno,Musique,Adorno,Théodore W.,33,3.3,https://covers.openlibrary.org/b/id/5264242-L.jpg,1903-1969,,
1940,Fille aux fraises,Loïs Lenski,Musique,Famille,,32,3.2,https://covers.openlibrary.org/b/id/5006765-L.jpg,,,
1941,Picasso,Gertrude Stein,Musique,Peintres,,32,3.2,https://covers.openlibrary.org/b/id/1023507-L.jpg,,,
1942,"Musique, histoire et idées",Hugo Leichtentritt,Musique,Histoire et critique,,31,3.1,https://covers.openlibrary.org/b/id/9317571-L.jpg,,,
1943,Vom Musikalisch-Schönen,Edouard Hanslick,Musique,Philosophie et esthétique,,31,3.1,https://covers.openlibrary.org/b/id/5819713-L.jpg,,,
1944,Né pour courir,Bruce Springsteen,Musique,Collections de photographies,,31,3.1,https://covers.openlibrary.org/b/id/962287-L.jpg,,,
1945,La maison de la sieste (La Casa Adormecida),Audrey Bois,Musique,Fiction,,31,3.1,https://covers.openlibrary.org/b/id/114437-L.jpg,,,
1946,La CITÉ DE L'OR ET DU PLOMB,Sam Youd,Musique,la science-fiction,,30,3,https://covers.openlibrary.org/b/id/11022742-L.jpg,,,
1947,"Gödel, Escher, Bach",Douglas R. Hofstadter,Musique,Logiques,,30,3,https://covers.openlibrary.org/b/id/14368453-L.jpg,,,
1948,iPod,J.D. Biersdorfer,Musique,iPod (lecteur de musique numérique),,29,2.9,https://covers.openlibrary.org/b/id/388770-L.jpg,,,
1949,Le bus scolaire magique,Joanna Cole,Musique,Ruches,,29,2.9,https://covers.openlibrary.org/b/id/383708-L.jpg,,,
1950,Histoire générale de la musique,François-Joseph Fétis,Musique,Histoire et critique,,29,2.9,https://covers.openlibrary.org/b/id/2477450-L.jpg,,,
1951,L'honneur des grandes neiges,James Oliver Curwood,Musique,Classique,,29,2.9,https://covers.openlibrary.org/b/id/5820824-L.jpg,,,
1952,Études d'échelle,Sean Burdette,Musique,Musique,,28,2.8,,,,
1953,Les gens du blues,Amiri Baraka,Musique,Afro-Américains,,28,2.8,https://covers.openlibrary.org/b/id/14342752-L.jpg,,,
1954,Ma vie musicale,Nikolaï Rimski-Korsakov,Musique,Musiciens,,28,2.8,https://covers.openlibrary.org/b/id/12927581-L.jpg,,,
1955,Une histoire de la musique occidentale,"Coulis, Donald Jay.",Musique,Histoire et critique,,28,2.8,https://covers.openlibrary.org/b/id/252615-L.jpg,,,
1956,Histoire de la musique ancienne,Iain Fenlon,Musique,Musique,histoire et critique,27,2.7,https://covers.openlibrary.org/b/id/357361-L.jpg,,,
1957,Musique du monde,Terry E. Miller,Musique,Ethnomusicologie,,27,2.7,https://covers.openlibrary.org/b/id/269827-L.jpg,,,
1958,Juste David,Eleanor Hodgman Porter,Musique,Littérature classique,,26,2.6,https://covers.openlibrary.org/b/id/1844423-L.jpg,,,
1959,Comprendre la musique,Jeremy Yudkin,Musique,Appréciation musicale,,26,2.6,https://covers.openlibrary.org/b/id/84302-L.jpg,,,
1960,Bases pour des performances supérieures,Richard Williams,Musique,Groupes (Musique),,26,2.6,https://covers.openlibrary.org/b/id/8787913-L.jpg,,,
1961,La tempête shakespearienne,G. Wilson Knight,Musique,Critique et interprétation,,26,2.6,https://covers.openlibrary.org/b/id/4624445-L.jpg,,,
1962,Zhongguo xi qu yin yue ji cheng,"""Zhongguo xi qu yin yue ji cheng"" bian ji wei yuan hui",Musique,Opéras chinois,,26,2.6,,,,
1963,Dictionnaire de musique,Jean-Jacques Rousseau,Musique,Musique,,25,2.5,https://covers.openlibrary.org/b/id/1276955-L.jpg,,,
1964,La Nuit du mannequin vivant II,Robert Lawrence Stine,Musique,Fiction juvénile,,25,2.5,https://covers.openlibrary.org/b/id/11298467-L.jpg,,,
1965,Samguk sagi,Pu-sik Kim,Musique,Histoire,,25,2.5,,,,
1966,Aus meinem Leben et Denken,Albert Schweitzer,Musique,Biographie,,25,2.5,https://covers.openlibrary.org/b/id/566728-L.jpg,,,
1967,Études de musique en Allemagne,Amy Fay,Musique,Correspondance,,25,2.5,https://covers.openlibrary.org/b/id/6063786-L.jpg,,,
1968,De Grieg à Brahms,Daniel Grégory Mason,Musique,Biographie,,24,2.4,https://covers.openlibrary.org/b/id/5887042-L.jpg,,,
1969,Correspondance,Hector Berlioz,Musique,Correspondance,,24,2.4,https://covers.openlibrary.org/b/id/9266747-L.jpg,,,
1970,La musique en théorie et en pratique,Bruce Benward,Musique,Théorie de la musique,,24,2.4,https://covers.openlibrary.org/b/id/11040910-L.jpg,,,
1971,Manuel du commerce de la musique et guide de carrière,David Baskerville,Musique,Orientation professionnelle,,24,2.4,https://covers.openlibrary.org/b/id/4325166-L.jpg,,,
1972,"Un poisson, deux poissons, poisson rouge, poisson bleu",Dr Seuss,Musique,Péces,,24,2.4,https://covers.openlibrary.org/b/id/12096-L.jpg,,,
1973,Nāṭyaśāstra,Bharata Muni.,Musique,Théâtre,,24,2.4,https://covers.openlibrary.org/b/id/3716814-L.jpg,,,
1974,Geschichte der Musik,Alfred Einstein,Musique,Histoire et critique,,23,2.3,https://covers.openlibrary.org/b/id/9445878-L.jpg,,,
1975,"Sonates,",Ludwig van Beethoven,Musique,Sonates (Piano),,23,2.3,https://covers.openlibrary.org/b/id/4714302-L.jpg,,,
1976,L'assistant du chanteur de psaumes,Daniel Bayley,Musique,Psalmodie,,23,2.3,,,,
1977,Disney Le livre de la jungle,Rudyard Kipling,Musique,Fiction juvénile,,23,2.3,https://covers.openlibrary.org/b/id/818910-L.jpg,,,
1978,Nocturnes,Kazuo Ishiguro,Musique,Fiction,,23,2.3,https://covers.openlibrary.org/b/id/8086079-L.jpg,,,
1979,Sciences et musique,Jean James Hopwood,Musique,Son,,23,2.3,https://covers.openlibrary.org/b/id/8717566-L.jpg,,,
1980,Écouter,Joseph Kerman,Musique,Analyse,appréciation,23,2.3,https://covers.openlibrary.org/b/id/181524-L.jpg,,,
1981,Une introduction à l'art de la musique,"Playford, John",Musique,Premiers travaux vers 1800,,23,2.3,https://covers.openlibrary.org/b/id/13780090-L.jpg,,,
1982,Musiciens d'aujourd'hui,Romain Rolland,Musique,Musique,,22,2.2,https://covers.openlibrary.org/b/id/4752551-L.jpg,,,
1983,Les garçons de la plage,Keith Badman,Musique,Garçons de plage,,22,2.2,https://covers.openlibrary.org/b/id/674874-L.jpg,,,
1984,L'opéra du mendiant,John Christophe Pepusch,Musique,Opéras de ballade,,22,2.2,https://covers.openlibrary.org/b/id/5583444-L.jpg,,,
1985,Que faut-il écouter en musique,Aaron Copland,Musique,ID de collection : EarlyArt,,21,2.1,https://covers.openlibrary.org/b/id/6015843-L.jpg,,,
1986,Amahl et les visiteurs de nuit,"Menotti, Gian Carlo",Musique,Noël,,21,2.1,https://covers.openlibrary.org/b/id/4195641-L.jpg,,,
1987,Manuel de musique de danse,Rick Snoman,Musique,Remixage,,21,2.1,https://covers.openlibrary.org/b/id/9171230-L.jpg,,,
1988,De nuptiis Philologiae et Mercurii,Martien Capella,Musique,Premiers travaux vers 1800,,21,2.1,https://covers.openlibrary.org/b/id/5521607-L.jpg,,,
1989,Lexique de musique,Hugo Riemann,Musique,Musique,,21,2.1,https://covers.openlibrary.org/b/id/6163455-L.jpg,,,
1990,Une visite de la Goon Squad,Jennifer Égan,Musique,Fiction,,21,2.1,https://covers.openlibrary.org/b/id/6452334-L.jpg,,,
1991,Le livre de Gilbert et Sullivan,Leslie Baily,Musique,Opérettes,,20,2,https://covers.openlibrary.org/b/id/9267883-L.jpg,,,
1992,La musique des nations les plus anciennes,"Engel, Carl",Musique,Musique,,20,2,https://covers.openlibrary.org/b/id/12447160-L.jpg,,,
1993,Le visiteur,Katherine Applegate,Musique,Science-fiction américaine,,20,2,https://covers.openlibrary.org/b/id/6965585-L.jpg,,,
1994,Matériel de base en théorie musicale,Paul O. Harder,Musique,Théorie de la musique,,20,2,https://covers.openlibrary.org/b/id/1145104-L.jpg,,,
1995,"Band Today, Partie 1 (Cours de musique contemporaine)",James Ployhar,Musique,Trombone,,20,2,https://covers.openlibrary.org/b/id/1455684-L.jpg,,,
1996,Art de la musique,C. Hubert H. Parry,Musique,Histoire et critique,,20,2,https://covers.openlibrary.org/b/id/6025055-L.jpg,,,
1997,"[Articles présentés à la 20e Conférence annuelle du Conseil ontarien de recherches en éducation, Toronto, Ontario, les 1er et 2 décembre 1978]",Conseil de la recherche en éducation de l'Ontario. Conférence,Musique,Tests d'aptitude,,20,2,,,,
1998,Carnets de couleurs en laiton,Couleur laiton,Musique,Musique,,20,2,https://covers.openlibrary.org/b/id/13272246-L.jpg,,,
1999,Éric Clapton,Marc Roberty,Musique,Musiciens de rock,,20,2,https://covers.openlibrary.org/b/id/897288-L.jpg,,,
2000,"Oncle Remus, ses chansons et ses paroles",Joël Chandler Harris,Musique,Recueils littéraires,,20,2,https://covers.openlibrary.org/b/id/5793467-L.jpg,,,
2001,Chroniques,Bob Dylan,Musique,Chanteurs,,20,2,https://covers.openlibrary.org/b/id/473399-L.jpg,,,
2002,Musique ho!,Constant Lambert,Musique,Musique,,20,2,,,,
2003,Schriften et Dichtungen simples,Richard Wagner,Musique,Musique,,19,1.9,https://covers.openlibrary.org/b/id/6095157-L.jpg,,,
2004,Examens de théorie musicale,Conseil associé des Royal Schools of Music.,Musique,Musique,,19,1.9,,,,
2005,Bannière dans le ciel,James Ramsey Ullman,Musique,Fiction,,19,1.9,https://covers.openlibrary.org/b/id/52049-L.jpg,,,
2006,Soulevez Ev'ry Voice et chantez,James Weldon Johnson,Musique,Chansons et musique,,19,1.9,https://covers.openlibrary.org/b/id/1228736-L.jpg,,,
2007,État actuel de la musique en France et en Italie,Charles Burney,Musique,Biographie,,19,1.9,https://covers.openlibrary.org/b/id/1736411-L.jpg,,,
2008,Comment écouter de la musique,Henry Edward Krehbiel,Musique,Appréciation musicale,,19,1.9,https://covers.openlibrary.org/b/id/1813101-L.jpg,,,
2009,Daniel Boone,Stewart Edward White,Musique,Littérature jeunesse,,19,1.9,https://covers.openlibrary.org/b/id/6618698-L.jpg,,,
2010,Musique du XXe siècle,Éric Salzman,Musique,Histoire et critique,,19,1.9,https://covers.openlibrary.org/b/id/92672-L.jpg,,,
2011,Khovanchchina,Modeste Petrovitch Moussorgski,Musique,Extraits arrangés,,19,1.9,https://covers.openlibrary.org/b/id/453063-L.jpg,,,
2012,Gesammelte Schriften über Musik et Musiker,Robert Schumann,Musique,Correspondance,,19,1.9,https://covers.openlibrary.org/b/id/5622385-L.jpg,,,
2013,Jean-Paul Jones,Samuel Eliot Morison,Musique,Biographie,,19,1.9,https://covers.openlibrary.org/b/id/6791438-L.jpg,,,
2014,"Encyclopédie internationale de la musique et des musiciens, L'",Oscar Thompson,Musique,Bibliographie,,18,1.8,https://covers.openlibrary.org/b/id/5698352-L.jpg,,,
2015,Musique électronique artisanale,Nicolas Collins,Musique,Manuels d'amateurs,,18,1.8,https://covers.openlibrary.org/b/id/269947-L.jpg,,,
2016,L'échauffement complet pour le groupe,Carole Brittin Chambers,Musique,Musique,,18,1.8,,,,
2017,L'histoire des Chanteurs du Jubilé,JBT Marsh,Musique,Musiciens afro-américains,,18,1.8,https://covers.openlibrary.org/b/id/6387587-L.jpg,,,
2018,Beethoven et ses prédécesseurs,Daniel Grégory Mason,Musique,Histoire et critique,,18,1.8,https://covers.openlibrary.org/b/id/5700630-L.jpg,,,
2019,Mules et hommes (P.S.),Zora Neale Hurston,Musique,Fiction,,18,1.8,https://covers.openlibrary.org/b/id/39856-L.jpg,,,
2020,Versuch einer Anweisung die Flöte traversiere zu spielen,Johann Joachim Quantz,Musique,Analyse,appréciation,18,1.8,https://covers.openlibrary.org/b/id/774663-L.jpg,,,
2021,"La damnation de Faust, H 111",Hector Berlioz,Musique,Opéras,,17,1.7,https://covers.openlibrary.org/b/id/2169275-L.jpg,,,
2022,Attila,Giuseppe Verdi,Musique,Ballets,,17,1.7,https://covers.openlibrary.org/b/id/5090244-L.jpg,,,
2023,Œuvres en prose,Robert Schumann,Musique,Musique,,17,1.7,https://covers.openlibrary.org/b/id/2805156-L.jpg,,,
2024,Libre d'être toi et moi,Marlo Thomas,Musique,Télévision,,17,1.7,https://covers.openlibrary.org/b/id/513451-L.jpg,,,
2025,Techniques d'enregistrement pratiques,Bruce Bartlett,Musique,Techniques numériques,,17,1.7,https://covers.openlibrary.org/b/id/146007-L.jpg,,,
2026,Innovation en musique,Russ Hepworth-Sawyer,Musique,Musique,,17,1.7,https://covers.openlibrary.org/b/id/13800054-L.jpg,,,
2027,Trouver une école de violon vert,Léopold Mozart,Musique,Premiers travaux vers 1800,,17,1.7,https://covers.openlibrary.org/b/id/120261-L.jpg,,,
2028,Fondamentaux de la musique,Sumy Takesue,Musique,Théorie de la musique,,17,1.7,https://covers.openlibrary.org/b/id/9006301-L.jpg,,,
2029,De l'organographie,Michel Prétorius,Musique,Musique d'église,,17,1.7,https://covers.openlibrary.org/b/id/7417987-L.jpg,,,
2030,Le Geist de l'Utopie,Ernst Bloch,Musique,Philosophie,,17,1.7,https://covers.openlibrary.org/b/id/3074737-L.jpg,,,
2031,Philosophie de la nouvelle musique,Theodor W. Adorno,Musique,Histoire et critique,,17,1.7,https://covers.openlibrary.org/b/id/2212443-L.jpg,,,
2032,Le dictionnaire concis de la musique d'Oxford,"Scholes, Percy Alfred",Musique,Musique,,16,1.6,https://covers.openlibrary.org/b/id/4601601-L.jpg,,,
2033,Zin ! Zin ! Zin ! un violon,Lloyd Moss,Musique,Le New York Times examiné,,16,1.6,https://covers.openlibrary.org/b/id/1320425-L.jpg,,,
2034,Vie artistique et théories de Richard Wagner,Richard Wagner,Musique,Musique,,16,1.6,https://covers.openlibrary.org/b/id/5702145-L.jpg,,,
2035,Grandir avec la musique,Michael Stocks,Musique,Théorie de la musique,,16,1.6,https://covers.openlibrary.org/b/id/13015070-L.jpg,,,
2036,Musique de Londres en 1888-89,George Bernard Shaw,Musique,Histoire et critique,,16,1.6,https://covers.openlibrary.org/b/id/9278888-L.jpg,,,
2037,Sur ce chemin,James Weldon Johnson,Musique,Biographie,,16,1.6,https://covers.openlibrary.org/b/id/4089268-L.jpg,,,
2038,Histoire de la musique anglaise,Henri Davey,Musique,Angleterre,,16,1.6,https://covers.openlibrary.org/b/id/1851368-L.jpg,,,
2039,Guitare pour les nuls,Marc Phillips,Musique,Guitare,,16,1.6,https://covers.openlibrary.org/b/id/10672042-L.jpg,,,
2040,1er rapport [session 1993-94],Rand McNally,Technologie,Recherche,,133,13.3,https://covers.openlibrary.org/b/id/11962006-L.jpg,,,
2041,4e rapport [session 1993-94],Rand McNally,Technologie,Académies et instituts,,92,9.2,https://covers.openlibrary.org/b/id/11849209-L.jpg,,,
2042,Léonard,Léonard de Vinci,Technologie,Expositions,,89,8.9,https://covers.openlibrary.org/b/id/919361-L.jpg,,,
2043,Proie,Michael Crichton,Technologie,programmeurs,,65,6.5,https://covers.openlibrary.org/b/id/10984324-L.jpg,,,
2044,5e rapport [session 1995-96],Rand McNally,Technologie,Stockage et récupération d'informations,,65,6.5,https://covers.openlibrary.org/b/id/11848636-L.jpg,,,
2045,Chronologie,Michael Crichton,Technologie,Fiction,,64,6.4,https://covers.openlibrary.org/b/id/12451613-L.jpg,,,
2046,"Ingénierie Mécanique, Statique et Dynamique",R.C. Hibbeler,Technologie,Mécanique appliquée,,55,5.5,https://covers.openlibrary.org/b/id/6601657-L.jpg,,,
2047,État de peur,Michael Crichton,Technologie,conflits d'intérêts,,51,5.1,https://covers.openlibrary.org/b/id/8393255-L.jpg,,,
2048,Homme unidimensionnel,Herbert Marcuse,Technologie,Civilisation moderne,,48,4.8,https://covers.openlibrary.org/b/id/5290889-L.jpg,,,
2049,Sitzungsberichte der Philosophisch-historischen Classe,"Kaiserlichen Akademie der Wissenschaften à Vienne, Mathematisch-Naturwissenschaftliche Klasse",Technologie,Périodiques,,47,4.7,https://covers.openlibrary.org/b/id/9629814-L.jpg,,,
2050,Comprendre les médias,Marshall McLuhan,Technologie,Communication,,47,4.7,https://covers.openlibrary.org/b/id/6572346-L.jpg,,,
2051,Mise à niveau et réparation de PC,Scott Mueller,Technologie,Micro-ordinateurs,,44,4.4,https://covers.openlibrary.org/b/id/554975-L.jpg,,,
2052,Zhongguo zao qi ke ji qi kan hui bian,Yasha Jiang,Technologie,Science,,44,4.4,,,,
